hashtag,window,score,mentions,reach,sentiment,rows_count
#CyberSecurity,2024-10-29,-5.826826375739505,1486467,5948099,-0.06571428571428571,14
#DataScience,2024-10-29,-6.092568861288607,1346688,5015544,0.23625,16
#Foodie,2024-10-29,-6.262234112079035,1076269,4016493,0.1992307692307692,13
#Finance,2024-10-29,-10.343130420768402,550680,1704760,0.07333333333333335,6
#Movies,2024-10-29,-11.089168706347479,72095,220869,-0.05666666666666664,3
#Books,2024-10-29,-11.228956118730824,894139,3301361,0.20545454545454545,11
#Movies,2024-10-30,368.5508529583018,1695895,5692456,0.052000000000000005,15
#Finance,2024-10-30,20.54619220289199,1381428,5410454,-0.12153846153846153,13
#Books,2024-10-30,17.850104956277736,2127971,8896812,-0.19157894736842107,19
#Nature,2024-10-30,14.968730595118151,1330643,4864232,-0.031999999999999994,15
#Vegan,2024-10-30,9.278360323231116,2406602,9008740,0.10590909090909091,22
#RemoteWork,2024-10-30,7.896785442306876,1922394,6829802,0.011111111111111112,18
#Foodie,2024-10-30,7.498558668652906,1558377,5108107,0.08374999999999999,16
#Education,2024-10-30,6.5054907385092795,1921249,8406586,-0.09470588235294117,17
#DeepLearning,2024-10-30,5.986611459998515,1710905,6710626,0.21,17
#SpaceX,2024-10-30,5.730303054562416,1514817,6914269,-0.12000000000000001,13
#FitnessGoals,2024-10-30,4.131301372849212,920922,3111110,0.1611111111111111,9
#Entrepreneur,2024-10-30,3.7796489082073697,1668996,5603303,0.12937500000000002,16
#Adventure,2024-10-30,3.465173294510324,1607947,7347916,-0.01266666666666667,15
#EcoFriendly,2024-10-30,2.317939860947767,1820739,5780701,0.061333333333333344,15
#MentalHealth,2024-10-30,2.0717915339299333,1529752,5672799,-0.07812499999999997,16
#Investing,2024-10-30,1.6157263933493042,1692590,5343634,-0.06058823529411765,17
#Sustainability,2024-10-30,1.5356457331952231,1425844,4579190,0.345625,16
#Productivity,2024-10-30,1.397230346077559,1530900,5702934,-0.0676923076923077,13
#Politics,2024-10-30,1.3629828109180517,1300936,4266033,-0.08615384615384616,13
#SelfCare,2024-10-30,1.3625702423473043,1565018,5481611,-0.02333333333333333,15
#Stocks,2024-10-30,1.3094342967529142,1163591,4027173,-0.12571428571428572,14
#MetGala,2024-10-30,1.2362608316059396,1616104,6076167,0.014374999999999995,16
#Cloud,2024-10-30,1.2351704102138292,1797235,6521573,-0.01647058823529412,17
#AI,2024-10-30,0.792132547012107,1078763,4419630,0.30416666666666664,12
#Robotics,2024-10-30,0.7613093810917992,1323048,4334706,-0.10142857142857142,14
#Coding,2024-10-30,0.640612306496026,1728568,5150375,0.073,20
#Art,2024-10-30,0.6290381996546311,1687133,5682107,0.07533333333333334,15
#Python,2024-10-30,0.5182026243715822,1054380,3396444,-0.16333333333333333,12
#Crypto,2024-10-30,0.2852650451061735,1193841,4049758,-0.22166666666666668,12
#DataScience,2024-10-30,-0.6613020953887848,1295602,4376960,0.13999999999999999,12
#Fashion,2024-10-30,-0.7158355593244168,1426711,4587523,0.10071428571428571,14
#TravelTuesday,2024-10-30,-0.912600115532854,1136089,3852922,-0.13083333333333333,12
#MachineLearning,2024-10-30,-0.9171689662663718,2029957,9078742,0.2613333333333333,15
#Elections2025,2024-10-30,-1.2206723080550022,898729,3468423,0.11363636363636363,11
#NFT,2024-10-30,-1.3848934105872044,1207994,5506880,0.191,10
#TechNews,2024-10-30,-1.510492689542596,1387209,6023733,-0.21642857142857141,14
#IoT,2024-10-30,-1.755024890405421,1325173,5469606,0.04461538461538462,13
#5G,2024-10-30,-2.358604591582444,1553454,6652746,-0.23125,16
#Oscars,2024-10-30,-2.560278259776821,1032370,4303717,-0.13624999999999998,8
#MusicMonday,2024-10-30,-2.6126632293792342,1386308,5723997,-0.2326666666666667,15
#ClimateChange,2024-10-30,-2.7302560580839885,1303601,5178573,-0.006,10
#SmartCity,2024-10-30,-2.838897854656713,1123905,4920973,0.11249999999999999,12
#FoodPorn,2024-10-30,-2.999114067473858,1220404,4236679,0.05692307692307692,13
#History,2024-10-30,-3.2487862394255007,1370888,4499678,0.03230769230769232,13
#Health,2024-10-30,-3.468310037951227,974549,3861967,0.05000000000000001,9
#Blockchain,2024-10-30,-3.771179284158579,1495095,5186469,-0.32285714285714284,14
#CyberSecurity,2024-10-30,-4.0321034769122575,893313,2841173,-0.32,9
#Travel,2024-10-30,-4.219254964063502,1476255,3302169,0.30538461538461537,13
#Analytics,2024-10-30,-4.389375823039323,1416316,4622194,0.063125,16
#Photography,2024-10-30,-4.504595193672691,1367322,4089552,0.10076923076923078,13
#ViralVideo,2024-10-30,-5.25203690881586,749688,2138375,-0.3025,12
#BigData,2024-10-30,-5.399390328970505,945774,3288860,0.12000000000000002,10
#WorldCup,2024-10-30,-6.135176784258689,1197099,4929207,0.023571428571428573,14
#Hiking,2024-10-30,-6.207926267367403,1271745,4860199,-0.0008333333333333434,12
#Science,2024-10-30,-6.471739507812887,1044695,4178689,-0.13749999999999998,12
#AIArt,2024-10-30,-6.907206238787811,834593,3146666,-0.17666666666666667,12
#Startup,2024-10-30,-7.193970008646537,967959,4144056,-0.017272727272727276,11
#BreakingNews,2024-10-30,-8.235823540444676,782193,2821785,0.07454545454545453,11
#Business,2024-10-30,-9.505526995183361,678606,2225637,0.006666666666666672,9
#Gaming,2024-10-30,-9.61136864194542,435620,1341680,-0.001999999999999996,5
#Motivation,2024-10-30,-9.613902191752786,684930,2615920,0.10727272727272727,11
#Innovation,2024-10-30,-11.459234084655145,812077,3463620,0.41777777777777775,9
#Gaming,2024-10-31,27.700447664301134,991881,4369361,0.41875,8
#Business,2024-10-31,20.436015656700175,1515919,5580797,0.06615384615384615,13
#Motivation,2024-10-31,17.577465665373413,1479547,6274479,-0.032,15
#Science,2024-10-31,12.769105877450485,2330711,8524452,-0.35,18
#FitnessGoals,2024-10-31,12.124647518747816,1732789,6409547,-0.1225,16
#Oscars,2024-10-31,10.779733202804136,1697894,6284277,0.06823529411764706,17
#Stocks,2024-10-31,9.887748458032819,1929517,7501011,-0.05111111111111111,18
#ViralVideo,2024-10-31,9.730088061311042,1117273,5031258,0.286,10
#BigData,2024-10-31,6.570715698686336,1361093,5297682,-0.03357142857142857,14
#BreakingNews,2024-10-31,5.697203307664686,1175678,4341566,-0.259,10
#AIArt,2024-10-31,4.663269984679161,1073435,4259504,0.0675,12
#DeepLearning,2024-10-31,4.373026023496212,2110273,8152989,0.17722222222222225,18
#IoT,2024-10-31,4.068827503848952,1754784,5638643,-0.19263157894736843,19
#Hiking,2024-10-31,3.4930893036921415,1510069,6023988,0.194,15
#Movies,2024-10-31,3.080565411086941,2004768,7385208,0.06949999999999999,20
#Politics,2024-10-31,2.9707392065756864,1545490,4964340,0.025000000000000012,14
#Travel,2024-10-31,2.9258058195005234,1745481,5562411,0.03294117647058824,17
#Analytics,2024-10-31,1.8560790998910646,1606614,5215556,-0.106875,16
#SelfCare,2024-10-31,1.6984209919772644,1725759,5759678,0.062307692307692314,13
#WorldCup,2024-10-31,1.6776869884880812,1307516,4749605,0.18312499999999998,16
#EcoFriendly,2024-10-31,1.481365917683024,2010525,8608021,-0.10999999999999999,17
#Adventure,2024-10-31,1.3432548126930177,1746946,6336914,-0.007857142857142856,14
#Startup,2024-10-31,1.2514275588419375,1036121,3655360,0.176,10
#SmartCity,2024-10-31,1.0431335728062574,1196184,4307759,0.06181818181818182,11
#Nature,2024-10-31,1.0156678912801358,1420788,6398198,-0.04333333333333335,15
#ClimateChange,2024-10-31,0.9971100554076029,1396719,5602824,-0.10166666666666664,12
#MetGala,2024-10-31,0.565752875137683,1694079,5913594,-0.24799999999999997,15
#5G,2024-10-31,0.2842116456149646,1586458,6530840,-0.1475,16
#MusicMonday,2024-10-31,0.24853208668602367,1405814,5706945,0.13538461538461538,13
#Blockchain,2024-10-31,0.23601069290871515,1514821,5918077,0.14714285714285716,14
#Crypto,2024-10-31,0.19687331022472002,1207225,4987131,0.13866666666666666,15
#MentalHealth,2024-10-31,-0.17972870692450935,1514649,5302368,0.1757142857142857,14
#Photography,2024-10-31,-0.3783585369772805,1335126,4427039,0.05,11
#Education,2024-10-31,-0.46821894520199436,1862213,6777457,-0.031249999999999993,16
#Cloud,2024-10-31,-0.6077551346466605,1738169,7653966,0.16666666666666666,12
#History,2024-10-31,-0.7129645955750954,1316493,4510674,0.17272727272727273,11
#Finance,2024-10-31,-1.7762411169378505,1183680,4200183,-0.18636363636363634,11
#Entrepreneur,2024-10-31,-1.8807347454212233,1437201,6488734,-0.13666666666666666,15
#Fashion,2024-10-31,-2.0557380294711822,1177686,5219549,-0.23857142857142857,14
#Elections2025,2024-10-31,-2.1660453861886326,767779,3106329,-0.005555555555555536,9
#Python,2024-10-31,-2.5379822687093783,828225,2651781,-0.19999999999999998,9
#Innovation,2024-10-31,-2.656015088598374,686355,2725261,0.15777777777777777,9
#MachineLearning,2024-10-31,-2.8719672757846455,1695284,6876843,0.10647058823529412,17
#SpaceX,2024-10-31,-3.0560790177810766,1155347,4285923,-0.15666666666666668,9
#Productivity,2024-10-31,-3.212916764897068,1254117,4248599,0.164375,16
#TechNews,2024-10-31,-3.2445670533924207,1007401,3136106,-0.20777777777777778,9
#Foodie,2024-10-31,-3.548678620196759,1184113,5409312,-0.046923076923076915,13
#AI,2024-10-31,-3.5844836476413398,797027,3067767,-0.08111111111111109,9
#Investing,2024-10-31,-4.151042295653232,1072780,3840044,-0.25230769230769234,13
#DataScience,2024-10-31,-5.266830057093694,883937,2968041,0.11222222222222222,9
#Books,2024-10-31,-5.3513356819254305,1480660,5511510,0.13333333333333333,12
#Sustainability,2024-10-31,-5.52358011861442,661072,2377928,-0.2985714285714286,7
#Health,2024-10-31,-5.645543641842992,608213,2580828,0.017272727272727276,11
#Robotics,2024-10-31,-5.884064201012241,962988,3720213,0.4290909090909091,11
#TravelTuesday,2024-10-31,-6.1551068370677,790497,2595894,0.37,10
#RemoteWork,2024-10-31,-6.331533799530132,1259267,4195983,0.20363636363636362,11
#CyberSecurity,2024-10-31,-6.994753301100825,523843,2058762,0.16333333333333336,6
#FoodPorn,2024-10-31,-7.290374080937832,705848,3024177,0.15875,8
#Vegan,2024-10-31,-7.722462603978369,1335417,4608471,0.13076923076923078,13
#Coding,2024-10-31,-8.638639531314817,823858,3666388,0.092,10
#Art,2024-10-31,-8.800004102751528,804194,2998710,0.1275,8
#NFT,2024-10-31,-8.80884721813384,416818,1636617,-0.059999999999999984,5
#CyberSecurity,2024-11-01,30.888080204649555,1745864,5550136,-0.14736842105263157,19
#Health,2024-11-01,25.582809613749287,1693253,6571270,-0.0865,20
#Sustainability,2024-11-01,16.780830822739745,1456186,5604684,-0.10214285714285713,14
#AI,2024-11-01,14.947790610142812,1603418,5748363,-0.05076923076923078,13
#TechNews,2024-11-01,14.445311404938105,2050042,6859055,-0.11333333333333334,18
#Robotics,2024-11-01,13.472988572579663,1897231,7357599,-0.12166666666666666,18
#Elections2025,2024-11-01,12.408443241976572,1345722,4360822,0.07823529411764707,17
#FoodPorn,2024-11-01,12.139128128867766,1152964,4238576,0.2558333333333333,12
#ViralVideo,2024-11-01,11.851276013206913,1763830,6654197,0.3035294117647059,17
#BreakingNews,2024-11-01,11.031117327915004,1835566,7044678,0.24642857142857144,14
#Finance,2024-11-01,10.126248201646904,1864962,6744441,0.11888888888888889,18
#Productivity,2024-11-01,10.036710862703867,1936970,6685377,0.17294117647058826,17
#Startup,2024-11-01,9.978314690947702,1718374,7107053,-0.039473684210526314,19
#DataScience,2024-11-01,9.702889145490609,1363798,5496397,0.15166666666666664,12
#NFT,2024-11-01,9.348526176453412,734189,2361382,-0.16333333333333333,9
#WorldCup,2024-11-01,8.961752559557548,2218410,8362158,-0.19294117647058823,17
#Art,2024-11-01,7.83885927757628,1232324,4522828,-0.03916666666666666,12
#Coding,2024-11-01,6.06682066192385,1151560,3744717,0.007692307692307687,13
#AIArt,2024-11-01,5.645255916828922,1467056,6447812,-0.018124999999999995,16
#MentalHealth,2024-11-01,4.884041322733167,2016346,6064416,-0.055882352941176466,17
#MusicMonday,2024-11-01,4.672627340837093,1796859,6477317,0.07105263157894737,19
#Hiking,2024-11-01,3.7213229202678746,1861237,7030070,0.015000000000000006,16
#SpaceX,2024-11-01,3.2688030030698325,1417387,4747572,-0.0625,12
#Gaming,2024-11-01,3.0223599505947774,1269764,4503440,-0.29583333333333334,12
#TravelTuesday,2024-11-01,2.9617352723810653,995630,4147678,-0.251,10
#Analytics,2024-11-01,2.7352263071822973,1939525,8443754,-0.1723529411764706,17
#Stocks,2024-11-01,1.7981425528201767,2185888,9731904,-0.15894736842105264,19
#Investing,2024-11-01,1.4654358468703037,1164831,3799081,0.12727272727272726,11
#RemoteWork,2024-11-01,0.8651268852451165,1338523,4611208,-0.10416666666666667,12
#Fashion,2024-11-01,0.8335670951580834,1243244,4513017,-0.02272727272727275,11
#Motivation,2024-11-01,0.4528600969110128,1534160,5118992,-0.2058333333333333,12
#Python,2024-11-01,0.07433848893611912,833020,3109135,-0.1411111111111111,9
#Politics,2024-11-01,-0.17056268689510626,1527629,5010733,-0.043333333333333335,15
#DeepLearning,2024-11-01,-0.535267014494555,2002401,8006076,-0.34125,16
#Books,2024-11-01,-0.8756494985383848,1398970,5425413,0.023529411764705882,17
#Vegan,2024-11-01,-1.0517529970821657,1205816,4669451,-0.2942857142857143,14
#Cloud,2024-11-01,-1.054713661485697,1600177,6810267,-0.155625,16
#Blockchain,2024-11-01,-1.739662724840488,1324664,4396376,-0.09400000000000001,15
#MetGala,2024-11-01,-1.8775034580723582,1532376,5778426,0.26333333333333336,15
#Education,2024-11-01,-2.051327921524411,1657470,6919929,0.1846153846153846,13
#Entrepreneur,2024-11-01,-3.422708142402277,1129673,4130841,0.04999999999999999,10
#MachineLearning,2024-11-01,-3.8442560292038976,1279514,5222818,0.01333333333333333,15
#Movies,2024-11-01,-3.986440186322478,1514450,5233661,0.05357142857142857,14
#ClimateChange,2024-11-01,-4.022203277834031,985450,3817895,-0.09866666666666667,15
#Adventure,2024-11-01,-4.265603346272354,1027132,4722717,-0.32636363636363636,11
#IoT,2024-11-01,-4.62803896733735,1083263,4240806,-0.2075,12
#Business,2024-11-01,-4.694638082536784,1032607,3484318,-0.022499999999999982,12
#Foodie,2024-11-01,-4.966542993750484,530211,1709203,-0.37333333333333335,6
#BigData,2024-11-01,-5.0870410463519855,913033,3736527,0.02111111111111112,9
#5G,2024-11-01,-5.133396711295622,1149111,4059221,0.22375,8
#Innovation,2024-11-01,-5.5143877314840575,415545,1418111,-0.013333333333333327,6
#Nature,2024-11-01,-5.624631952289272,1001388,4221597,0.24899999999999997,10
#History,2024-11-01,-5.678475831404575,801008,3234482,-0.0325,8
#Science,2024-11-01,-6.519275730812086,1450818,6224867,0.10384615384615385,13
#EcoFriendly,2024-11-01,-6.746835680966376,1057403,3207151,-0.049999999999999996,9
#FitnessGoals,2024-11-01,-6.839752043356923,1020398,3438761,0.10538461538461538,13
#Travel,2024-11-01,-7.008947249059187,1071646,4747909,0.181,10
#SelfCare,2024-11-01,-7.122307355741494,677071,2562053,-0.20571428571428574,7
#Crypto,2024-11-01,-7.278169497385815,796173,4004693,0.40599999999999997,10
#Oscars,2024-11-01,-7.298645505319947,822398,3163360,-0.054285714285714284,7
#Photography,2024-11-01,-8.40618603400565,673412,2177281,0.1622222222222222,9
#SmartCity,2024-11-01,-10.206603718178402,528464,1344577,0.29571428571428576,7
#Innovation,2024-11-02,34.67551714949722,1309306,5454374,0.03933333333333333,15
#Foodie,2024-11-02,29.564097283854657,1556426,6221681,-0.023571428571428577,14
#SmartCity,2024-11-02,22.032549706555372,1197167,4129069,0.14300000000000002,10
#SelfCare,2024-11-02,21.367290551263842,1641623,6804432,-0.046666666666666655,15
#History,2024-11-02,17.028723287517575,1857411,6444418,-0.17647058823529413,17
#Crypto,2024-11-02,16.78833954819813,1754179,6223514,-0.108125,16
#BigData,2024-11-02,13.221208585692166,1584723,6466295,0.146,15
#FitnessGoals,2024-11-02,13.151393019249419,1823271,7049392,0.060000000000000005,16
#Adventure,2024-11-02,12.740091655706179,1694030,5749691,0.26066666666666666,15
#Vegan,2024-11-02,12.636751383518012,2208132,8117146,-0.044444444444444446,18
#TravelTuesday,2024-11-02,12.619303679381714,1866333,5534277,-0.070625,16
#Elections2025,2024-11-02,12.459076389160225,2138578,8256849,0.3277777777777778,18
#Nature,2024-11-02,11.763244564002145,1647186,6200709,0.16625,16
#Oscars,2024-11-02,10.892754339480895,1498652,5132723,-0.14266666666666666,15
#Python,2024-11-02,9.829979739295299,1234515,5717109,0.31083333333333335,12
#Business,2024-11-02,9.351685900587418,1714086,6346019,-0.09533333333333333,15
#Books,2024-11-02,7.595169334102031,2194891,8560625,-0.1636842105263158,19
#Gaming,2024-11-02,7.294195812321609,1934069,7684687,-0.120625,16
#Travel,2024-11-02,5.231123536736378,1399350,5148603,0.10692307692307693,13
#ClimateChange,2024-11-02,4.8956526231508795,1252819,4375744,0.18,16
#SpaceX,2024-11-02,4.894786959643143,1857887,7584156,-0.0057894736842105275,19
#Entrepreneur,2024-11-02,3.8695670476299813,1379804,5090677,0.13166666666666668,18
#IoT,2024-11-02,3.839987074898528,1357548,3957023,-0.0016666666666666496,12
#Art,2024-11-02,2.9583010909461764,1464730,5453588,0.01125000000000001,16
#Finance,2024-11-02,2.708856023218534,2151409,9122223,0.1004761904761905,21
#Cloud,2024-11-02,1.8064709515785442,1770175,5904450,0.090625,16
#EcoFriendly,2024-11-02,1.1078130869291554,1121721,4613445,0.18692307692307691,13
#AIArt,2024-11-02,0.0536045519867904,1472559,4982607,-0.07333333333333333,15
#Blockchain,2024-11-02,0.004779295702629828,1325099,5489212,-0.06214285714285715,14
#NFT,2024-11-02,-0.46978244137212166,703303,2526015,-0.2425,8
#Productivity,2024-11-02,-0.6023272619852467,1876501,7123065,0.22277777777777777,18
#RemoteWork,2024-11-02,-0.7285414708276724,1284503,4790401,0.17357142857142857,14
#Analytics,2024-11-02,-1.418016592450805,1734647,5416234,-0.13421052631578947,19
#CyberSecurity,2024-11-02,-1.835643082509585,1493125,6210259,-0.18933333333333335,15
#Health,2024-11-02,-2.3031014538118146,1385030,4575123,-0.17500000000000002,12
#TechNews,2024-11-02,-2.353273069782887,1773357,6862473,0.10764705882352942,17
#Coding,2024-11-02,-2.5098631529046145,899324,3047144,-0.2325,8
#AI,2024-11-02,-2.572090038111362,1327742,4694314,-0.02615384615384616,13
#Photography,2024-11-02,-2.686673446209353,475105,1390061,-0.355,4
#ViralVideo,2024-11-02,-2.7828312769953367,1444174,4941572,-0.0037500000000000033,16
#5G,2024-11-02,-3.0014370235424432,846999,2883737,-0.2325,12
#DeepLearning,2024-11-02,-3.003941392222966,1374906,4121868,-0.37066666666666664,15
#MachineLearning,2024-11-02,-3.1732577248477787,1060811,3178149,0.24,8
#Science,2024-11-02,-3.892798916628276,1081104,4043422,0.004166666666666661,12
#MentalHealth,2024-11-02,-3.928756620486416,1520357,5290135,0.031666666666666655,18
#Fashion,2024-11-02,-4.252754379773642,996947,2723649,0.44875,8
#MetGala,2024-11-02,-4.334810102519853,1158164,3677661,0.17416666666666666,12
#BreakingNews,2024-11-02,-4.436504654889769,1340485,4745631,0.06999999999999999,11
#FoodPorn,2024-11-02,-4.8123957460075415,871995,3279128,0.31625000000000003,8
#MusicMonday,2024-11-02,-4.865120349250334,1294989,4368404,0.1392307692307692,13
#Education,2024-11-02,-5.563934435067916,1000224,3515729,-0.06909090909090908,11
#Sustainability,2024-11-02,-5.95261468039494,825763,3032916,-0.07875,8
#Motivation,2024-11-02,-6.092548592641152,860092,3388649,-0.07777777777777778,9
#Startup,2024-11-02,-6.26335081343502,995370,4014889,-0.02100000000000002,10
#DataScience,2024-11-02,-6.372228857881194,555569,1946239,-0.25749999999999995,4
#Stocks,2024-11-02,-6.806718370609561,1248720,4175322,0.04142857142857143,14
#Investing,2024-11-02,-6.849120268518924,644358,2305719,0.04625,8
#WorldCup,2024-11-02,-7.156486469242418,768922,2309739,-0.2525,8
#Movies,2024-11-02,-7.558304164530419,702686,3451931,-0.06333333333333334,6
#Politics,2024-11-02,-8.072744483734592,812157,2779142,0.16166666666666665,6
#Hiking,2024-11-02,-8.117982526878052,783415,3246530,-0.06499999999999999,10
#Robotics,2024-11-02,-9.605057095618566,819438,3469451,0.12272727272727274,11
#Photography,2024-11-03,31.366294889420228,1269085,5962141,0.2030769230769231,13
#DataScience,2024-11-03,27.479132341595886,1537620,5279119,0.004285714285714282,14
#Investing,2024-11-03,26.709933344263348,1829343,6305133,-0.07235294117647059,17
#NFT,2024-11-03,19.735742853516317,1490968,5167441,0.13999999999999999,12
#Coding,2024-11-03,16.2629709736102,1658897,5644892,0.23857142857142857,14
#Hiking,2024-11-03,9.427905715370567,1489453,6038477,-0.32999999999999996,10
#Motivation,2024-11-03,9.325564860114424,1293985,5521933,0.19076923076923077,13
#Movies,2024-11-03,8.519105110583064,1054787,4549496,0.10899999999999999,10
#Startup,2024-11-03,7.913369118593612,1664081,6281621,-0.2475,16
#AI,2024-11-03,7.460907062704851,1794622,8129509,0.33352941176470585,17
#Politics,2024-11-03,6.090662989053164,1123878,4472691,0.03625,8
#Python,2024-11-03,4.644030882905152,1718090,7235183,-0.24937499999999999,16
#5G,2024-11-03,4.5566540231618,1043380,3094962,0.315,12
#MachineLearning,2024-11-03,3.790688541123604,1317926,5559439,0.00699999999999999,10
#MetGala,2024-11-03,3.638901249553322,1410867,5722895,0.07181818181818182,11
#Robotics,2024-11-03,3.1760211721973968,986398,3378154,0.03692307692307693,13
#Sustainability,2024-11-03,3.1594360993987287,1015973,4057235,-0.09857142857142857,7
#Education,2024-11-03,2.9882733644680672,1187595,3433443,0.060000000000000005,13
#RemoteWork,2024-11-03,1.226467929455108,1393698,5141939,-0.06636363636363635,11
#MusicMonday,2024-11-03,1.193876913058535,1429367,5092860,-0.255,14
#DeepLearning,2024-11-03,0.9456548287989457,1454365,5746166,0.05133333333333333,15
#Science,2024-11-03,0.9221871976077798,1148727,3664532,-0.024545454545454547,11
#TravelTuesday,2024-11-03,0.7682399686007234,1966502,7466935,-0.09555555555555556,18
#FoodPorn,2024-11-03,0.25272146005756696,884736,3211838,0.15444444444444444,9
#Entrepreneur,2024-11-03,0.07635106163255939,1386701,5267615,-0.01307692307692308,13
#FitnessGoals,2024-11-03,-0.051105241516851814,1816780,6220400,-0.0823529411764706,17
#Productivity,2024-11-03,-0.5091300137620974,1817263,7227711,0.021176470588235286,17
#SelfCare,2024-11-03,-0.5444494432155776,1588638,5591970,0.0857142857142857,14
#Foodie,2024-11-03,-0.6094939561127338,1472196,5232209,-0.272,15
#MentalHealth,2024-11-03,-0.8344337123599125,1421962,5176362,-0.16599999999999998,15
#WorldCup,2024-11-03,-1.1839527164876582,717645,3234063,0.18444444444444447,9
#Travel,2024-11-03,-1.4723040101578668,1215078,5656024,-0.2809090909090909,11
#Blockchain,2024-11-03,-1.5020335472906399,1214585,4797828,0.17071428571428568,14
#Art,2024-11-03,-1.6443259352692214,1310147,3943214,0.025882352941176467,17
#Stocks,2024-11-03,-1.6611979346246595,1140967,4209172,0.2621428571428571,14
#BigData,2024-11-03,-1.906160837151383,1377488,4253440,-0.044999999999999984,12
#BreakingNews,2024-11-03,-2.397510420003436,1145532,4909490,0.06999999999999999,16
#CyberSecurity,2024-11-03,-2.468813286109526,1229460,4817086,-0.09142857142857143,14
#SmartCity,2024-11-03,-2.5149612185329517,877898,2751499,-0.364,10
#History,2024-11-03,-2.8605037746505118,1570405,6456202,0.18058823529411766,17
#Analytics,2024-11-03,-3.11032484668648,1289943,5187845,-0.21533333333333332,15
#ClimateChange,2024-11-03,-3.2438127790216846,973224,3872285,-0.04181818181818184,11
#Cloud,2024-11-03,-3.2904956453785292,1007636,3422200,-0.49230769230769234,13
#Fashion,2024-11-03,-3.4983344676972803,729229,3549515,-0.13624999999999998,8
#EcoFriendly,2024-11-03,-3.9462771463693413,850872,2592777,0.10666666666666669,9
#SpaceX,2024-11-03,-4.142961078915118,1377173,5004003,0.038,15
#Vegan,2024-11-03,-4.3681745463148305,716804,2420274,-0.5599999999999999,6
#TechNews,2024-11-03,-4.88092380032575,1154234,4780451,-0.091,10
#IoT,2024-11-03,-4.937919032637363,930012,3056162,0.049999999999999996,8
#Health,2024-11-03,-5.162262855834426,910913,3789579,-0.004444444444444449,9
#ViralVideo,2024-11-03,-5.164159925011251,861933,3504167,-0.15,8
#AIArt,2024-11-03,-5.272938887595404,1058851,3362637,0.2488888888888889,9
#Gaming,2024-11-03,-5.760963716155311,1063758,4382021,-0.16285714285714284,14
#Business,2024-11-03,-5.978778365297764,824235,3130652,-0.22999999999999998,9
#Oscars,2024-11-03,-8.489612065549911,752738,2948650,0.145,8
#Crypto,2024-11-03,-8.880918179260664,1036268,4275060,0.42125,8
#Elections2025,2024-11-03,-8.942089351741108,826986,2573242,-0.012222222222222237,9
#Finance,2024-11-03,-10.188107762650203,1060980,4393702,0.31416666666666665,12
#Nature,2024-11-03,-10.218563237210684,791471,2648350,0.33,8
#Innovation,2024-11-03,-11.008671321253539,352836,1383992,0.06571428571428571,7
#Books,2024-11-03,-11.862325065970088,539847,1903507,0.08799999999999998,5
#Adventure,2024-11-03,-12.750061184462592,398540,1244261,0.188,5
#Innovation,2024-11-04,61.60431311808067,1869112,6234616,-0.08375000000000002,16
#Adventure,2024-11-04,35.0591913573225,1331163,4225226,-0.017999999999999995,15
#Oscars,2024-11-04,29.11457920570954,1976453,8028034,0.12647058823529414,17
#Nature,2024-11-04,26.9580148351992,2177087,8194759,-0.03269230769230769,26
#Books,2024-11-04,19.094909147658697,1118709,4398350,0.16416666666666666,12
#Vegan,2024-11-04,14.949349900401671,1467246,4603267,-0.06928571428571428,14
#Cloud,2024-11-04,14.442344527437555,1931755,7141263,-0.0021428571428571447,14
#Movies,2024-11-04,14.39282020057053,2284098,8191605,-0.22421052631578947,19
#IoT,2024-11-04,12.199864178846312,1798457,6485649,-0.1670588235294118,17
#Fashion,2024-11-04,10.050443017874345,1366480,5410908,-0.2581818181818182,11
#Robotics,2024-11-04,9.85410468253996,1497891,5080441,0.23071428571428573,14
#ViralVideo,2024-11-04,7.3431926741354125,1262391,4974209,0.02499999999999999,14
#Education,2024-11-04,6.964123248301609,1684468,6603076,0.060000000000000005,13
#WorldCup,2024-11-04,6.923363518914446,1151718,4423857,-0.252,10
#Photography,2024-11-04,6.37630074883651,1841585,6474349,-0.09874999999999999,16
#Sustainability,2024-11-04,6.259968191460153,1515311,5784265,-0.182,20
#Foodie,2024-11-04,5.3112273727028505,1953951,7430568,0.025882352941176474,17
#EcoFriendly,2024-11-04,5.051210116040599,1181308,4356646,-0.14916666666666667,12
#5G,2024-11-04,4.840972405941632,1384598,4488388,-0.03357142857142857,14
#Travel,2024-11-04,4.578080767080808,1544253,5308034,0.09133333333333334,15
#Finance,2024-11-04,4.40312219299344,1354882,5295302,0.026666666666666675,15
#Hiking,2024-11-04,4.204658385539975,1862173,6604849,0.06999999999999999,17
#TravelTuesday,2024-11-04,3.85998406028806,2429146,9598783,0.020526315789473684,19
#CyberSecurity,2024-11-04,3.6904838003987996,1520054,6092566,-0.0005555555555555561,18
#NFT,2024-11-04,3.556249256010987,1789027,5794948,0.14235294117647057,17
#SelfCare,2024-11-04,3.1172445061582215,1871104,6983387,0.11249999999999999,16
#Entrepreneur,2024-11-04,2.6885535866096584,1607948,6168116,0.07777777777777778,18
#Health,2024-11-04,2.541253236952058,1084771,4518981,-0.1311111111111111,9
#Art,2024-11-04,2.4902260783466073,1559572,5318732,-0.1553846153846154,13
#SmartCity,2024-11-04,2.4563138835274065,1024663,4318947,-0.03833333333333332,12
